# This is CartPole simulation from 07.07.2021 at time 14:19:32
# Done with git-revision: 37308b02c128aa805559d79a37964a4e7ffb9d90
#
# Length of experiment: 30 s
#
# Time intervals dt:
# Simulation: 0.002 s
# Controller update: 0.02 s
# Saving: 0.02 s
#
# Controller: mppi
#
# Parameters:
# m: 0.087
# M: 0.23
# L: 0.1975
# u_max: 6.21
# M_fric: 6.34
# J_fric: 0.00025
# v_max: 0.8
# TrackHalfLength: 0.198
# controlDisturbance: 0.0
# controlBias: 0.0
# sensorNoise: 0.0
# g: 9.81
# k: 1.3333333333333333
#
# Data:
time,angle,angleD,angleDD,angle_cos,angle_sin,position,positionD,positionDD,Q,u,target_position
0.0,0.0,-0.050470185,2.4617979671619366,1.0,0.0,0.07619948,0.001705121,1.1337442878364365,0.052803148,0.32790756,0.07619947740323381
0.020000000000000004,-0.0006168365,-0.010327389,1.7085141697951605,0.9999998,-0.0006168364,0.07641479,0.020263003,0.7932413617559358,0.05645224,0.3505684,0.07619947740323381
0.04000000000000002,-0.0005506513,0.017587595,0.9283151738975529,0.9999998,-0.0005506513,0.07694686,0.03325252,0.43345645574446173,0.053506587,0.3322759,0.07619947740323381
0.06000000000000004,-5.028535e-05,0.032835267,0.58005271148054,1.0,-5.028535e-05,0.07768123,0.040355325,0.2682786786425087,0.053289913,0.33093035,0.07619947740323381
0.08000000000000006,0.00069989415,0.042476498,0.0733916788207211,0.99999976,0.0006998941,0.078531265,0.044756047,0.02757339842109677,0.046897437,0.2912331,0.07619947740323381
0.10000000000000007,0.001562409,0.043910746,-0.0023722832958896767,0.9999988,0.0015624084,0.07943085,0.045216534,-0.01578158568853914,0.045364074,0.2817109,0.07619947740323381
0.12000000000000009,0.0024418943,0.04417561,-0.16105742531612005,0.999997,0.002441892,0.080332704,0.044967275,-0.09753314417672386,0.041375518,0.25694197,0.07619947740323381
0.1400000000000001,0.0033016824,0.041908313,-0.31518259813285066,0.9999946,0.0033016764,0.081216514,0.04337916,-0.1770273080631183,0.036122695,0.22432193,0.07619947740323381
0.16000000000000011,0.0040917946,0.037171517,-0.20161273885664532,0.99999166,0.004091783,0.082055844,0.04048863,-0.1325105404344677,0.03512985,0.21815637,0.07619947740323381
0.18000000000000013,0.004805566,0.03433753,-0.4407494347850596,0.99998844,0.004805547,0.08284447,0.038326226,-0.2497577477325631,0.027598755,0.17138827,0.07619947740323381
0.20000000000000015,0.005424657,0.02762692,-0.4178142389289459,0.9999853,0.0054246304,0.0835711,0.03424297,-0.24536001274956065,0.023591042,0.14650036,0.07619947740323381
0.22000000000000017,0.0059133186,0.021312026,-0.11896414431203142,0.99998254,0.005913284,0.084216766,0.030230345,-0.11252384637866049,0.02544838,0.15803444,0.07619947740323381
0.24000000000000019,0.0063235434,0.019907184,-0.27742416937073805,0.99998003,0.006323501,0.0848034,0.028391996,-0.18959400171919544,0.020075805,0.12467075,0.07619947740323381
0.2600000000000002,0.006680475,0.015930686,-0.2876092291428841,0.9999777,0.0066804253,0.08534095,0.025291106,-0.19784752118979204,0.016516862,0.102569714,0.07619947740323381
0.2800000000000002,0.0069563114,0.011798184,-0.02617114896048463,0.9999758,0.0069562555,0.085815154,0.022054214,-0.08013168363439897,0.018497853,0.114871666,0.07619947740323381
0.3000000000000002,0.0071913335,0.011955174,-0.0963194235382263,0.99997413,0.0071912715,0.086243436,0.020744411,-0.11476260136389947,0.015586926,0.09679481,0.07619947740323381
0.32000000000000023,0.0074183806,0.010981093,-0.07834513073433588,0.99997246,0.0074183126,0.08663999,0.018867461,-0.10872092202921575,0.013929359,0.086501315,0.07619947740323381
0.34000000000000025,0.0076288963,0.010315098,-0.048971256498268216,0.9999709,0.0076288222,0.086999975,0.017089263,-0.09725908594405651,0.012617751,0.078356236,0.07619947740323381
0.36000000000000026,0.007830865,0.010144058,-0.107700489449349,0.99996936,0.007830785,0.08732622,0.015498649,-0.12630825554567196,0.009673469,0.060072243,0.07619947740323381
0.3800000000000003,0.008020105,0.009025209,-0.29428885103581953,0.9999678,0.008020019,0.08761601,0.013432235,-0.21417008525360778,0.0035949964,0.022324927,0.07619947740323381
0.4000000000000003,0.008157183,0.0048577664,-0.5135888449855034,0.99996674,0.008157093,0.08785044,0.009926591,-0.3166398054647425,-0.004608016,-0.02861578,0.07619947740323381
0.4200000000000003,0.008175807,-0.0029112217,-0.31966746837141385,0.99996656,0.008175716,0.08799835,0.0047418275,-0.22756717737056478,-0.0058909995,-0.036583107,0.07619947740323381
0.44000000000000034,0.008069899,-0.00753246,-0.15418242638363966,0.99996746,0.008069811,0.0880568,0.0010142705,-0.15033174718628506,-0.0062118405,-0.03857553,0.07619947740323381
0.46000000000000035,0.007897882,-0.009468542,-0.006825957814392621,0.9999688,0.0078978,0.08805305,-0.0014492924,-0.08076332892117834,-0.005583445,-0.034673195,0.07619947740323381
0.48000000000000037,0.00771059,-0.009010527,0.05188196512683466,0.99997026,0.0077105137,0.08801114,-0.002773871,-0.05186384492233198,-0.005622964,-0.034918606,0.07619947740323381
0.5000000000000003,0.007541778,-0.007602721,-0.09726893798612977,0.99997157,0.0075417063,0.08794736,-0.003625041,-0.11892290794463377,-0.009502422,-0.05901004,0.07619947740323381
0.5200000000000004,0.00737723,-0.008646927,-0.38906688401821365,0.99997276,0.007377163,0.08785584,-0.005574214,-0.25179763624986834,-0.017467858,-0.1084754,0.07619947740323381
0.5400000000000004,0.0071450393,-0.014491299,-0.21652157758213902,0.9999745,0.0071449783,0.08770409,-0.009699832,-0.170087786212029,-0.017986225,-0.111694455,0.07619947740323381
0.5600000000000004,0.0068233237,-0.017549632,-0.3024273617352525,0.9999767,0.0068232706,0.087482885,-0.012488431,-0.2065650554466195,-0.022457555,-0.13946141,0.07619947740323381
0.5800000000000004,0.0064264983,-0.022053706,-0.25599868474809645,0.9999794,0.006426454,0.08720008,-0.0158751,-0.18134086668162214,-0.02475596,-0.15373452,0.07619947740323381
0.6000000000000004,0.005946745,-0.025846133,-0.15396701227616985,0.9999823,0.0059467102,0.08685356,-0.01884959,-0.12966871354485196,-0.02543733,-0.15796582,0.07619947740323381
0.6200000000000004,0.005407171,-0.02801891,0.025381257655222065,0.9999854,0.0054071443,0.0864558,-0.0209786,-0.041755834298309945,-0.023619477,-0.14667696,0.07619947740323381
0.6400000000000005,0.004852543,-0.027302533,-0.148500361606852,0.9999882,0.004852524,0.08602953,-0.021668237,-0.11643580164989567,-0.027654612,-0.17173514,0.07619947740323381
0.6600000000000005,0.0042842138,-0.029476207,-0.38556289625404605,0.9999908,0.0042842007,0.08557752,-0.023580844,-0.2201391427673785,-0.034245044,-0.21266173,0.07619947740323381
0.6800000000000005,0.0036342076,-0.035588697,-0.2951547793828796,0.9999934,0.0036341997,0.08507067,-0.027192367,-0.17218761179102202,-0.03573455,-0.22191155,0.07619947740323381
0.7000000000000005,0.0028759947,-0.040294886,-0.16718486735445157,0.9999959,0.0028759907,0.084499255,-0.03001983,-0.10584454582748398,-0.035588685,-0.22100574,0.07619947740323381
0.7200000000000005,0.0020436933,-0.042981546,0.09529504430242453,0.9999979,0.002043692,0.08388189,-0.031761725,0.023241196875489086,-0.0315039,-0.19563922,0.07619947740323381
0.7400000000000005,0.0011992182,-0.041441116,0.13603372340277187,0.9999993,0.001199218,0.08325032,-0.03139003,0.050321628689933576,-0.029854784,-0.1853982,0.07619947740323381
0.7600000000000006,0.00039173936,-0.03929163,0.3301285731915371,0.99999994,0.00039173936,0.08263052,-0.030574508,0.1477196219568914,-0.02458739,-0.15268768,0.07619947740323381
0.7800000000000006,-0.00034200796,-0.034013923,0.43895136537714907,0.99999994,-0.00034200796,0.08204261,-0.028163364,0.2051436482240143,-0.01949557,-0.12106749,0.07619947740323381
0.8000000000000006,-0.0009529946,-0.026987009,0.47284453762124373,0.9999995,-0.0009529945,0.0815121,-0.024810646,0.22685886641656897,-0.015057955,-0.0935099,0.07619947740323381
0.8200000000000006,-0.0014181276,-0.019422356,0.43995472074840636,0.999999,-0.0014181271,0.08105213,-0.021100817,0.21637526689489553,-0.011714613,-0.072747745,0.07619947740323381
0.8400000000000006,-0.0017372579,-0.012401156,0.22033030772094434,0.9999985,-0.001737257,0.0806647,-0.017561113,0.11839778967401964,-0.012494556,-0.07759119,0.07619947740323381
0.8600000000000007,-0.0019510668,-0.008975331,0.32773117269532837,0.9999981,-0.0019510655,0.08033238,-0.01562462,0.17003914443013066,-0.008178569,-0.050788917,0.07619947740323381
0.8800000000000007,-0.0020791984,-0.0037912126,0.11541642438849549,0.99999785,-0.002079197,0.08004707,-0.012841635,0.07352965838023233,-0.009676361,-0.060090207,0.07619947740323381
0.9000000000000007,-0.00213754,-0.002075579,0.3475218623752309,0.99999774,-0.0021375383,0.079801984,-0.011638199,0.18108912762578916,-0.0035993895,-0.02235221,0.07619947740323381
0.9200000000000007,-0.0021244376,0.0034473427,0.0199478397591844,0.99999774,-0.002124436,0.07959818,-0.008672798,0.030083573276759312,-0.007373881,-0.0457918,0.07619947740323381
0.9400000000000007,-0.002053134,0.00362478,-0.019504914700182552,0.9999979,-0.0020531325,0.079429545,-0.0081794085,0.011205478443563946,-0.007724665,-0.047970172,0.07619947740323381
0.9600000000000007,-0.0019845562,0.0031617575,0.00883785688168966,0.99999803,-0.0019845548,0.079267755,-0.007995165,0.02358731079281739,-0.0069829347,-0.043364026,0.07619947740323381
0.9800000000000008,-0.0019206873,0.0031666849,0.13466181370972014,0.99999815,-0.0019206861,0.07911163,-0.007608228,0.08094481066989748,-0.0040081292,-0.024890482,0.07619947740323381
1.0000000000000007,-0.0018365706,0.005239046,0.023732359837053102,0.99999833,-0.0018365695,0.078972414,-0.006281889,0.029029686050905345,-0.0049971896,-0.031032547,0.07619947740323381
1.0200000000000007,-0.0017286642,0.005508207,-0.22735206955181106,0.9999985,-0.0017286633,0.07885142,-0.0058053792,-0.08773321645485799,-0.009776339,-0.060711063,0.07619947740323381
1.0400000000000007,-0.0016554762,0.0016710834,0.6351048340982256,0.9999986,-0.0016554755,0.07872131,-0.0072411513,0.3089424428515272,0.0066204797,0.04111318,-0.14889762246386967
1.0600000000000007,-0.0015211597,0.011960845,1.766867407618959,0.99999887,-0.0015211591,0.07862588,-0.00218098,0.8293289701540615,0.035219114,0.2187107,-0.14889762246386967
1.0800000000000007,-0.0009997677,0.040855564,2.2166963887798947,0.9999995,-0.0009997676,0.07871487,0.011404225,1.0319302786675675,0.058186196,0.3613363,-0.14889762246386967
1.1000000000000008,0.00017232416,0.07728459,2.2651551142008937,1.0,0.00017232416,0.07910798,0.028313678,1.0432929946267306,0.075895585,0.4713116,-0.14889762246386967
1.1200000000000008,0.002082061,0.11475029,2.05012858557798,0.99999785,0.0020820596,0.079841144,0.045416854,0.926014194779045,0.087965146,0.5462636,-0.14889762246386967
1.1400000000000008,0.004708378,0.14899485,1.5313670897638934,0.9999889,0.004708361,0.08089766,0.06060708,0.6616911750619459,0.09141616,0.56769437,-0.14889762246386967
1.1600000000000008,0.007938514,0.17508134,0.6113453999617665,0.99996847,0.007938431,0.08221576,0.0714754,0.20640622916812248,0.08181722,0.5080849,-0.14889762246386967
1.1800000000000008,0.011545215,0.1864451,0.4161201709565941,0.99993336,0.011544959,0.08367848,0.07489259,0.08122413261128013,0.07945643,0.49342445,-0.14889762246386967
1.2000000000000008,0.01534977,0.19493444,0.44192168629655565,0.9998822,0.015349167,0.08518953,0.07626196,0.05591973469795827,0.07949194,0.49364498,-0.14889762246386967
1.2200000000000009,0.019330056,0.20417558,0.08104469857080936,0.9998132,0.019328853,0.086723916,0.07721871,-0.149325156832149,0.07099068,0.44085214,-0.14889762246386967
1.2400000000000009,0.023439366,0.20784706,-0.40034806500205233,0.9997253,0.02343722,0.08824465,0.074815966,-0.41150182868857155,0.056486577,0.35078165,-0.14889762246386967
1.260000000000001,0.027546963,0.20396027,-0.9440666962650051,0.9996206,0.02754348,0.08967542,0.06812014,-0.7025579361528421,0.036297224,0.22540577,-0.14889762246386967
1.280000000000001,0.031491548,0.19146203,-1.2988350567958988,0.9995042,0.031486344,0.09092573,0.05665664,-0.90509058272476,0.015235973,0.09461539,-0.14889762246386967
1.300000000000001,0.035130847,0.17340076,-1.5954617440085568,0.999383,0.03512362,0.091914386,0.04187346,-1.0779469207387147,-0.0078609,-0.04881619,-0.14889762246386967
1.320000000000001,0.038362645,0.15068255,-1.8040106471499973,0.99926424,0.038353235,0.09257971,0.024255417,-1.2062886911894748,-0.03182361,-0.19762461,-0.14889762246386967
1.340000000000001,0.041107595,0.124700025,-1.875928454507512,0.9991552,0.041096017,0.09287213,0.0045305453,-1.2668982297406746,-0.054857682,-0.3406662,-0.14889762246386967
1.360000000000001,0.04332199,0.09764136,-1.89210256985855,0.99906176,0.04330844,0.092760324,-0.016192542,-1.2965956633018783,-0.07748694,-0.4811939,-0.14889762246386967
1.380000000000001,0.044992965,0.07037479,-1.772367545525033,0.998988,0.044977784,0.092229284,-0.037407793,-1.2582476147964208,-0.09752064,-0.6056032,-0.14889762246386967
1.400000000000001,0.04613785,0.04508535,-1.700182824946378,0.9989358,0.04612148,0.09128003,-0.058000766,-1.2366127210127889,-0.11764045,-0.7305472,-0.14889762246386967
1.420000000000001,0.046788417,0.020961365,-1.9395051489050665,0.9989056,0.046771348,0.08992235,-0.07824475,-1.353792201657735,-0.14362873,-0.89193445,-0.14889762246386967
1.440000000000001,0.04691797,-0.007136727,-1.634579682871386,0.9988996,0.04690076,0.08814103,-0.100413136,-1.2148059506903284,-0.16000925,-0.99365747,-0.14889762246386967
1.460000000000001,0.046533745,-0.030343989,0.15554785643175892,0.9989175,0.04651695,0.085938536,-0.120311,-0.38550847313073144,-0.14293833,-0.88764703,-0.14889762246386967
1.480000000000001,0.045970984,-0.024332263,0.49174607604697856,0.9989435,0.045954794,0.08347064,-0.1266307,-0.22479506963578288,-0.14211573,-0.8825387,-0.14889762246386967
1.500000000000001,0.045582123,-0.0128275305,0.02014220025875643,0.9989613,0.04556634,0.08090206,-0.13031684,-0.4383655646332831,-0.15547766,-0.96551627,-0.14889762246386967
1.5200000000000011,0.045348026,-0.00903572,-0.30596532765187656,0.99897194,0.045332484,0.07822562,-0.13749863,-0.5864450814099009,-0.16946739,-1.0523925,-0.14889762246386967
1.5400000000000011,0.04513759,-0.010591941,-0.6724364733801039,0.9989815,0.045122266,0.075381875,-0.147105,-0.7534521277115691,-0.18678704,-1.1599475,-0.14889762246386967
1.5600000000000012,0.0448373,-0.018178364,-1.01552306721541,0.998995,0.04482228,0.072319284,-0.15944704,-0.9088713943536662,-0.20637272,-1.2815746,-0.14889762246386967
1.5800000000000012,0.044330113,-0.031443797,-1.0988828675227729,0.9990176,0.044315595,0.068985015,-0.17433633,-0.9425213245513747,-0.22306085,-1.3852079,-0.14889762246386967
